LINE_CODE,ORGANIZATION_ID,LINE_DIVISION,LINE_NAME,ENTER_BY,ENTER_DATE,LAST_MODIFY_BY,LAST_MODIFY_DATE,LINE_PRODUCT_DIVISION,CAPACITY,UPH_VALUE,CAPACITY_UOM,USE_RATE,LINE_STATUS,ACTION_DATE,LINE_STATUS_CODE,MES_DISPLAY_GROUP,MES_DISPLAY_YN,MES_DISPLAY_SEQUENCE,DAY_START_TIME,NIGHT_START_TIME,SHOW_TABLE_YN,LINE_NAME_NUM,MASK_LOT_NO,MASK_CHECK_DATE,SQUEZE_LOT_NO,SQUEZE_CHECK_DATE,SOLDER_LOT_NO,SOLDER_CHECK_DATE,MODEL_NAME,MODEL_SUFFIX,ITEM_CODE,CCS_STATUS,FULL_CHECK_DATE,CCS_DATE,REFLOW_TEMP_VALUE,REFLOW_SOLDER_TYPE,REFLOW_CHECK_DATE,NSNP_STATUS,PCB_SCAN_STATUS,PCB_ITEM_CODE,PCB_SCAN_DATE,NSNP_START_DATE,PCB_ITEM,CHILD_ITEM_CODE,RUN_NO,REAL_ST,LAST_ACTUAL_DATE,COMMENTS,NSNP_REASON,NSNP_LOCK_TYPE,ACTIVE_YN,HEALTH_POINT,MASTER_MODEL_NAME,SMT_MODEL_NAME,PRODUCTION_TYPE,LINE_CODE_GROUP,FEEDER_LAYOUT_NAME,SQUEEZE_LOT_NO,SQUEEZE_CHECK_DATE,LAST_MODEL_NAME,LAST_MASK_LOT_NO,XRAY_CHECK_DATE,AOI_SAMPLE_CHECK_DATE,LV_SAMPLE_CHECK_DATE,TILT_SAMPLE_CHECK_DATE,RUN_NO_CHANGED_BY,RUN_DATE,SPEC_CHECK_STATUS,SPEC_CHECK_DATE,BACKUPBLOCK_CHECK_DATE,BACKUPBLOCK_LOT_NO,ROUTER_CHECK_DATE,ROUTER_LOT_NO,ROMWRITE_CHECK_DATE,ROMWRITE_LOT_NO,FIXTURE_CHECK_DATE,FIXTURE_LOT_NO,SAMPLE_CHECK_DATE,SAMPLE_LOT_NO,PROFILE_CHECK_DATE,PROFILE_LOT_NO,MASK_LOT_NO2,MASK_CHECK_DATE2,SQUEEZE_LOT_NO2,SQUEEZE_CHECK_DATE2,LAST_MASK_LOT_NO2,SAMPLE_CHECK_DATE2,SAMPLE_LOT_NO2,LAST_BACKUPBLOCK_LOT_NO,LAST_SQUEEZE_LOT_NO,LAST_SQUEEZE_LOT_NO2,LAST_ROUTER_LOT_NO,LAST_ROMWRITE_LOT_NO,LAST_FIXTURE_LOT_NO,LAST_SAMPLE_LOT_NO,LAST_SAMPLE_LOT_NO2,LAST_PROFILE_LOT_NO,LAST_SOLDER_LOT_NO,LAST_SPEC_CHECK_STATUS,LAST_RUN_NO,LAST_SOLDER_CHECK_DATE,LAST_PCB_ITEM,ICT_CHECK_DATE,ICT_LOT_NO,LAST_ICT_CHECK_DATE,LAST_ICT_LOT_NO,LAST_SPEC_CHECK_DATE,SAMPLE_ICT_CHECK_DATE,SAMPLE_ICT_LOT_NO,SAMPLE_ICT_CHECK_DATE2,SAMPLE_ICT_LOT_NO2,LAST_SAMPLE_ICT_LOT_NO,LAST_SAMPLE_ICT_LOT_NO2,SOLDER_TYPE,LCR_CHECK_DATE,LCR_LOT_NO,NOZZLE_CHECK_STATUS,NOZZLE_CHECK_DATE,LINE_NAME_GROUP,LINE_CODE_MACHINE,SAOI_NG_REVIEW_URL,INTERLOCK_COUNTER,MAOI_NG_REVIEW_URL,EPOXY_CHECK_DATE,EPOXY_LOT_NO,LAST_EPOXY_CHECK_DATE,LAST_EPOXY_LOT_NO,WATCHER_LINE_CODE,LINE_SUB_NAME,LINE_SUB_PRODUCT_DIVISION,LAST_SPI_RESET_DATE,LAST_AOI_RESET_DATE,SAMPLE_AOI_CHECK_DATE,SAMPLE_AOI_CHECK_DATE2,SAMPLE_AOI_LOT_NO,SAMPLE_AOI_LOT_NO2,SAMPLE_HIPOT_CHECK_DATE,SAMPLE_HIPOT_CHECK_DATE2,SAMPLE_HIPOT_LOT_NO,SAMPLE_HIPOT_LOT_NO2,SAMPLE_FCT_CHECK_DATE,SAMPLE_FCT_CHECK_DATE2,SAMPLE_FCT_LOT_NO,SAMPLE_FCT_LOT_NO2,SAMPLE_CASE_CHECK_DATE,SAMPLE_CASE_CHECK_DATE2,SAMPLE_CASE_LOT_NO,SAMPLE_CASE_LOT_NO2,SAMPLE_FT1_CHECK_DATE,SAMPLE_FT1_CHECK_DATE2,SAMPLE_FT1_LOT_NO,SAMPLE_FT1_LOT_NO2,SAMPLE_HIPOT2_CHECK_DATE,SAMPLE_HIPOT2_CHECK_DATE2,SAMPLE_HIPOT2_LOT_NO,SAMPLE_HIPOT2_LOT_NO2,SAMPLE_ATE_CHECK_DATE,SAMPLE_ATE_CHECK_DATE2,SAMPLE_ATE_LOT_NO,SAMPLE_ATE_LOT_NO2,JIG_FUNC_ICT_CHECK_DATE,JIG_FUNC_ICT_LOT_NO,JIG_FUNC_HIPOT_CHECK_DATE,JIG_FUNC_HIPOT_LOT_NO,JIG_FUNC_CALIB_CHECK_DATE,JIG_FUNC_CALIB_LOT_NO,LINE_WORKER_ID,LINE_WORKER_CHANGE_DATE,LAST_LINE_STATUS_CHANGE_DATE,DAY_PLAN_QTY,NIGHT_PLAN_QTY
P21,1,E,POWER MODULE,ADMIN,2023-10-25 00:00:00,ADMIN,2024-09-10 13:08:10,PBA,,,,,N,,N,*,Y,521,,,,1,,,,,,,SE05Q1KUFA/WIC,,SE03P1KUFC/NHK,,,2024-09-10 13:08:10,,,,WAIT,,,,,S,,P21AL4L54A,,2026-04-20 12:44:14,,,,N,,SE03P1KUFC/NHK,SE03P1KUFC/NHK,P,1A,,,,SE03P1KUFC/NHK,,,,,,PDA M,2026-04-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P21AX6EABD,,S,,,,,,,,,,,,F,,,,,POWER,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-10 13:23:53,2024-09-10 13:35:32,MASTER_MODULE_CASE_OK_1,MASTER_MODULE_CASE_NG_1,2024-09-10 13:10:07,,MASTER_MODULE_FT1_OK_1,,2024-09-10 13:09:31,,MASTER_MODULE_HIPOT2_OK_1,,2024-09-10 13:10:38,,MASTER_MODULE_ATE_OK_1,,,,,,2025-02-27 17:03:33,FT_PM_MODULE_CALIBRATION_01,,,,,
P25,1,E,POWER AC/DC,ADMIN,2023-10-25 00:00:00,ADMIN,2024-09-10 16:09:13,PBA,,,,,N,,N,*,Y,525,,,,1,,,,,,,ML92A201725A,,ML92A201725A,,,2024-09-10 16:09:13,,,,WAIT,,,,,S,,P25AL4V711,,2026-04-29 18:33:11,,,,N,,ML92A201725A,ML92A201725A,P,5A,,,,ML92A201724A,,,,,,PDA M,2026-04-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P25AX99D10,,S,,,,,,2024-09-10 16:18:03,DCDC_ICT_OK_1,,,,,F,,,,,POWER,,,,,,,,,,,,,,2024-09-10 16:16:51,,DCDC_AOI_OK_1,,2024-09-10 16:20:04,,DCDC_HIPOT_OK_1,,2024-09-10 16:21:44,,DCDC_FCT_OK_00001,,,,,,,,,,,,,,,,,,2024-09-10 16:24:10,FT_PM_DCDCPOWER_ICT_01,2024-09-10 16:25:19,FT_PM_DCDCPOWER_HIPOT_01,,,,,,,
P26,1,E,POWER SUB ASSY,ADMIN,2023-10-25 00:00:00,ADMIN,2024-03-19 18:24:57,PBA,,,,,N,,N,*,Y,526,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,6A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P27,1,E,POWER FAN ASSY,ADMIN,2023-10-25 00:00:00,ADMIN,2024-03-19 18:24:57,PBA,,,,,N,,N,*,Y,527,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P51,1,E,SMPS-1,ADMIN,2023-12-21 00:00:00,LINE STATUS,2024-03-19 18:36:52,SMPS,,,,,S,,,*,N,551,,,,1,,,,,,,,,,,,,,,,WAIT,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P52,1,E,SMPS-2,ADMIN,2023-12-21 00:00:00,LINE STATUS,2024-03-19 18:36:52,SMPS,,,,,N,,N,*,N,552,,,,1,,,,,,,,,,,,,,,,WAIT,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P53,1,E,SMPS-3,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:36:52,SMPS,,,,,S,,,*,N,553,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P54,1,E,SMPS-4,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:36:52,SMPS,,,,,N,,N,*,N,554,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P55,1,E,SMPS-5,ADMIN,2023-12-21 00:00:00,LINE STATUS,2024-03-19 18:36:52,SMPS,,,,,N,,N,*,N,555,,,,1,,,,,,,,,,,,,,,,WAIT,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P56,1,E,SMPS-6,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:36:52,SMPS,,,,,N,,N,*,N,556,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P57,1,E,SMPS-7,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:36:52,SMPS,,,,,N,,N,*,N,557,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P58,1,E,SMPS-8,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:36:52,SMPS,,,,,N,,N,*,N,558,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P59,1,E,SMPS-9,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:36:52,SMPS,,,,,S,,,*,N,559,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P60,1,E,SMPS-10,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:36:52,SMPS,,,,,N,,N,*,N,560,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P61,1,E,SMPS-RECHECK,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:36:52,SMPS,,,,,N,,N,*,N,561,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P62,1,E,SMPS-REWORK,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:36:52,SMPS,,,,,N,,N,*,N,562,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P63,1,E,SMPS-NC BOARD,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:36:52,SMPS,,,,,N,,N,*,N,563,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P71,1,E,3IN1-1,ADMIN,2023-12-21 00:00:00,17127056,2025-08-30 11:47:46,AVI,,,,,N,,N,*,N,571,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3IN1 POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P72,1,E,3IN1-2,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:37:00,3IN1,,,,,N,,N,*,N,572,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3IN1 POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P73,1,E,3IN1-REWORK,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:37:00,3IN1,,,,,N,,N,*,N,573,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3IN1 POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P81,1,E,HYBRID-1,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:37:00,HYBRID,,,,,N,,N,*,N,581,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3IN1 POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P82,1,E,HYBRID-2,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:37:00,HYBRID,,,,,N,,N,*,N,582,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3IN1 POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P83,1,E,HYBRID-3,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:37:00,HYBRID,,,,,N,,N,*,N,583,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3IN1 POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P84,1,E,HYBRID-4,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:37:00,HYBRID,,,,,N,,N,*,N,584,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3IN1 POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P85,1,E,HYBRID-5,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:37:00,HYBRID,,,,,N,,N,*,N,585,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3IN1 POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P86,1,E,HYBRID-6,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:37:00,HYBRID,,,,,N,,N,*,N,586,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3IN1 POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P87,1,E,HYBRID-REWORK,ADMIN,2023-12-21 00:00:00,ADMIN,2024-03-19 18:37:00,HYBRID,,,,,N,,N,*,N,587,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3IN1 POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U11,1,E,U1-X3039,ADMIN,2025-12-01 00:00:00,JSC,2025-12-01 00:00:00,U1,,,,,N,,N,*,Y,711,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,U1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PBA,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V06,1,I,AVI-6,ADMIN,2023-12-21 00:00:00,22017008,2025-06-25 09:52:45,AVI,,,,,N,,N,*,N,606,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PBA,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V07,1,I,AVI-7,ADMIN,2023-12-21 00:00:00,22017008,2025-06-25 09:52:29,AVI,,,,,N,,N,*,N,607,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PBA,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V08,1,I,AVI-8,ADMIN,2023-12-21 00:00:00,22017008,2025-06-25 09:52:41,AVI,,,,,N,,N,*,N,608,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PBA,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V09,1,I,AVI-9,ADMIN,2023-12-21 00:00:00,22017008,2025-06-25 09:52:43,AVI,,,,,N,,N,*,N,609,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PBA,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V11,1,I,AVI-1,ADMIN,2023-12-21 00:00:00,22017008,2025-06-30 14:12:05,AVI,,,,,N,,N,*,Y,611,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PBA,,,,,,,,,,D500,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V12,1,I,AVI-2,ADMIN,2023-12-21 00:00:00,22017008,2025-06-30 14:12:11,AVI,,,,,N,,N,*,Y,612,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PBA,,,,,,,,,,D330,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V13,1,I,AVI-3,ADMIN,2023-12-21 00:00:00,22017008,2025-06-30 14:12:17,AVI,,,,,N,,N,*,Y,613,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PBA,,,,,,,,,,D330,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V14,1,I,AVI-4,ADMIN,2023-12-21 00:00:00,22017008,2025-06-25 09:55:09,AVI,,,,,N,,N,*,N,614,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PBA,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V15,1,I,AVI-5,ADMIN,2023-12-21 00:00:00,22017008,2025-06-25 09:55:07,AVI,,,,,N,,N,*,N,615,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PBA,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
